value
0.037988725
0.042283192
0.040019625
0.037326819
0.038749091
0.04205463
0.032273941
0.040953535
0.041676116
0.043154744
0.043258427
0.046865204
0.049174522
0.045836235
0.047907223
0.053185875
0.04659967
0.053046183
0.054142409
0.056429288
0.054351449
0.054173141
0.056773443
0.060780336
0.065998378
0.069387866
0.070266535
0.070898061
0.076448239
0.075036606
0.084932911
0.084333116
0.092805258
0.094585863
0.10926971
0.110717573
0.117419604
0.117691612
0.123266663
0.127645602
0.135036891
0.137746755
0.137393201
0.139097818
0.137805179
0.140153335
0.131456033
0.133249698
0.132482301
0.131546651
0.133772755
0.125699492
0.124440166
0.126877046
0.123957426
0.115434374
0.114664457
0.112660616
0.111050188
0.113685179
0.112904702
0.108131505
0.112200354
0.113759935
0.1152234
0.117763766
0.11728218
0.117047153
0.129361463
0.127523832
0.139386169
0.14438282
0.146614379
0.158898747
0.161340066
0.170312421
0.176878393
0.179799398
0.181455145
0.190231612
0.190929395
0.190152194
0.192369642
0.186719909
0.197742813
0.199366102
0.199922763
0.208323683
0.201744199
0.210826361
0.20794466
0.209562291
0.20623297
0.208043535
0.207015178
0.206121783
0.212736944
0.220526933
0.213811525
0.220304774
0.224031571
0.218304198
0.22670575
0.22815591
0.224551405
0.222200687
0.210039748
0.206935934
0.19846482
0.19540168
0.193083914
0.187635081
0.185657979
0.178440432
0.177972296
0.174700611
0.174971849
0.165843993
0.170422646
0.166711785
0.156113692
0.158778077
0.157132075
0.152042048
0.149237569
0.151117591
0.14596697
0.149492756
0.153067681
0.146164595
0.146540706
0.146703114
0.148305667
0.141938247
0.139439082
0.14268237
0.140466826
0.130327375
0.121989795
0.120958713
0.114928449
0.108494514
0.104091228
0.099449954
0.090178944
0.095258147
0.093099076
0.089068748
0.085215597
0.075344937
0.075458185
0.079764826
0.067174181
0.067664424
0.062720765
0.066725267
0.067683561
0.066403547
0.068373774
0.069168501
0.067388715
0.074233279
0.07974384
0.077208072
0.086552744
0.098842421
0.096470036
0.11595539
0.123808157
0.133466956
0.1412744
0.149151815
0.157714052
0.158794671
0.166251903
0.165115096
0.1726888
0.167730863
0.157863372
0.161018812
0.159462307
0.155782927
0.157329381
0.156741914
0.156181789
0.152051828
0.151358926
0.142245666
0.148508448
0.141519469
0.146552244
0.140163963
0.14415617
0.145495273
0.142235276
0.144920196
0.149114551
0.143433494
0.147012067
0.140794647
0.14190611
0.144060332
0.147122996
0.143605109
0.14458522
0.13958813
0.144035599
0.139560822
0.143110673
0.142713339
0.142009511
0.147086481
0.14253385
0.146020067
0.141039787
0.13676249
0.132469479
0.136158617
0.129641688
0.125621834
0.116997084
0.117621851
0.116106664
0.108138282
0.103134239
0.106808951
0.101827883
0.094163847
0.094860688
0.088338642
0.093884411
0.085116201
0.085781895
0.07956038
0.07917754
0.077336447
0.072391336
0.064687971
0.057838475
0.052952742
0.049063575
0.043959291
0.039748617
0.038250951
0.038051694
0.030519159
0.035701848
0.029147252
0.033632794
0.032437481
0.034820114
0.040087154
0.04474785
0.051589335
0.054236773
0.058458891
0.067097999
0.0762611
0.081124012
0.08414419
0.092258228
0.106694908
0.105831944
0.117205542
0.125485371
0.125941201
0.130783499
0.132708878
0.141066413
0.147842186
0.152530568
0.146474366
0.158530016
0.160485298
0.161738135
0.165805002
0.175621674
0.180712108
0.185664639
0.190560054
0.19885246
0.201597634
0.208268733
0.207596052
0.217674715
0.223874825
0.220179837
0.222883764
0.277202587
0.286534256
0.295435316
0.302833588
0.307620913
0.322595081
0.316385876
0.319407272
0.324986354
0.328362626
0.329642505
0.336878011
0.340388444
0.33772311
0.332439617
0.332000836
0.341056216
0.346393155
0.348897558
0.352048905
0.352999129
0.363853713
0.369741619
0.370444386
0.378614038
0.377125754
0.376939179
0.381248403
0.376512545
0.373567929
0.361465129
0.357666457
0.350291677
0.338131215
0.330850127
0.321676517
0.314728044
0.313407082
0.308802426
0.302093326
0.300150919
0.298429952
0.30462763
0.301775268
0.307486471
0.306341439
0.307147438
0.309759344
0.309888941
0.310520273
0.312380971
0.31435028
0.307151083
0.31151779
0.311811349
0.315651931
0.308173346
0.315443048
0.305992598
0.307044971
0.302864443
0.307834444
0.308491928
0.317232145
0.317257252
0.332126927
0.335971206
0.347430626
0.351038929
0.355887688
0.357512389
0.362781513
0.36856104
0.373410558
0.377723961
0.380726831
0.38710662
0.380644285
0.380184671
0.377276975
0.376285571
0.380365826
0.37397377
0.376105898
0.375399401
0.376841401
0.380763599
0.375701299
0.382054967
0.3855445
0.384959429
0.389830618
0.391747912
0.391967665
0.395327739
0.399933029
0.460465917
0.465629339
0.474172861
0.476880676
0.48888632
0.487678157
0.493256338
0.494455058
0.493950521
0.494266864
0.504840888
0.502172565
0.503413164
0.504764364
0.501293034
0.502944683
0.506594367
0.516865902
0.530603472
0.535794897
0.540629954
0.548954879
0.555171479
0.564420952
0.578638949
0.575910885
0.581886483
0.592821624
0.593087619
0.601970102
0.59808289
0.604271536
0.612273945
0.618499707
0.614582479
0.619070255
0.622001137
0.619131254
0.622340924
0.634514257
0.63246722
0.626175666
0.628180045
0.621813132
0.624217376
0.619040334
0.619730875
0.62052598
0.619313483
0.622251751
0.622950933
0.626326612
0.616806967
0.616757582
0.622141345
0.618029504
0.628639248
0.622957428
0.621008961
0.620406243
0.631182147
0.630853224
0.6275152
0.625872328
0.625907188
0.630904216
0.632454813
0.63447861
0.631278493
0.629805933
0.633059714
0.632319185
0.630720112
0.639257788
0.637107685
0.629609822
0.629572657
0.633201199
0.633509103
0.637108799
0.632806891
0.626445111
0.619118515
0.617267508
0.609218609
0.606854788
0.60521644
0.601655539
0.599674513
0.587406379
0.585422427
0.575974299
0.567716728
0.558014683
0.55399606
0.549350487
0.568725836
0.555656811
0.546659468
0.540074648
0.537191343
0.5303677
0.526481924
0.516448362
0.507118107
0.49561289
0.485330773
0.472412945
0.461475241
0.449930267
0.443595618
0.433562965
0.421370031
0.41339966
0.398245753
0.38372276
0.37238339
0.345164009
0.322618287
0.291354838
0.274682598
0.26553854
0.243132325
0.229599614
0.22747213
0.215348634
0.2066113
0.200524843
0.190334551
0.186586584
0.186991421
0.178814228
0.166544299
0.170419345
0.168750861
0.161768742
0.1608775
0.156519917
0.158394052
0.140128024
0.143533843
0.138444665
0.132560494
0.132301483
0.129438306
0.121853374
0.121000544
0.117282609
0.108103217
0.110914181
0.100428235
0.102086863
0.100192047
0.091349668
0.091588717
0.083424161
0.087838882
0.089065772
0.087760332
0.095852876
0.099295345
0.10556726
0.109355796
0.116686683
0.12797531
0.139918854
0.146881054
0.154314133
0.158117307
0.171572109
0.177568222
0.187030801
0.194509475
0.194852474
0.195502612
0.205462443
0.202286077
0.197172785
0.200469604
0.196257905
0.191937206
0.19029554
0.19074104
0.180312465
0.189101376
0.189067943
0.177861972
0.176327991
0.176846702
0.173505339
0.173045989
0.175281839
0.168428376
0.178153055
0.168361858
0.175244003
0.171553723
0.174087621
0.172749477
0.1688499
0.166974336
0.164439035
0.168566447
0.165461916
0.169723824
0.162788258
0.167455378
0.169797719
0.165055204
0.166571843
0.173697278
0.172858622
0.180706561
0.175971024
0.173812749
0.174250025
0.172023906
0.184324986
0.187744585
0.182560616
0.191039498
0.185316329
0.192224893
0.189106122
0.194094234
0.204134694
0.195297868
0.198582038
0.20019633
0.197920655
0.203670774
0.204838077
0.202561699
0.20580597
0.199555026
0.20701835
0.198616737
0.204419478
0.207019832
0.212411351
0.210457209
0.221631939
0.232000369
0.239513868
0.250627149
0.250967226
0.258808123
0.263865224
0.266907108
0.276688186
0.288103974
0.292360378
0.293660274
0.294696029
0.308521253
0.313100117
0.326640873
0.342894093
0.361251174
0.380306736
0.391905078
0.418292363
0.433121009
0.449669176
0.465770484
0.484180147
0.502297964
0.510136987
0.530825543
0.550437769
0.55892528
0.566846618
0.577178181
0.587002512
0.595408836
0.598878668
0.610932147
0.617193711
0.621303941
0.631422604
0.635165778
0.637068912
0.647749697
0.65118516
0.654755745
0.657405984
0.666458543
0.672008617
0.67869701
0.684641715
0.683519528
0.687949574
0.690223733
0.705636342
0.693749785
0.69940624
0.707891037
0.705507313
0.713899678
0.71144163
0.724396816
0.718522606
0.723359107
0.722032367
0.725485212
0.73052469
0.729193375
0.731404244
0.726477054
0.724709875
0.731730042
0.728152937
0.723425611
0.725954277
0.720387012
0.722018265
0.714121282
0.705490067
0.69883305
0.697656238
0.683627108
0.679401121
0.67553436
0.667339996
0.65520787
0.652138838
0.63849726
0.628030173
0.607646926
0.603629004
0.586016931
0.578333718
0.565667513
0.551985746
0.54259648
0.524127296
0.517262668
0.514600902
0.509093569
0.500975333
0.496480179
0.490359544
0.488385675
0.472550075
0.464179337
0.468199135
0.464409286
0.456064912
0.455154955
0.458941908
0.453984841
0.451306179
0.458254608
0.452744499
0.451904405
0.450905448
0.459093365
0.455629328
0.461422528
0.46830655
0.472290605
0.471325692
0.482532402
0.485954491
0.487941868
0.492597132
0.500767603
0.506366932
0.509833007
0.520575094
0.525056223
0.529115342
0.544045971
0.548164617
0.550702684
0.561563765
0.573420978
0.576531372
