,DayAheadForecast,LoadFactor,MonitoredCapacity,MostRecentForecast,WeekAheadForecast
2017-11-15 07:30:00,17.13,0.86,2952.78,24.51,43.42
2017-11-15 07:45:00,27.48,1.35,2952.78,40.62,76.05
2017-11-15 08:00:00,39.18,1.94,2952.78,58.27,112.03
2017-11-15 08:15:00,51.76,2.7,2952.78,76.89,149.21
2017-11-15 08:30:00,64.92,3.61,2952.78,95.51,184.19
2017-11-15 08:45:00,78.15,4.3,2952.78,114.44,217.06
2017-11-15 09:00:00,90.57,4.95,2952.78,132.68,247.46
2017-11-15 09:15:00,102.31,5.68,2952.78,150.42,275.23
2017-11-15 09:30:00,113.51,6.26,2952.78,167.72,300.13
2017-11-15 09:45:00,124.18,7.01,2952.78,183.89,321.74
2017-11-15 10:00:00,134.3,7.78,2952.78,220.87,340.13
2017-11-15 10:15:00,144.03,8.13,2952.78,233.94,355.48
2017-11-15 10:30:00,153.41,8.35,2952.78,245.39,367.74
2017-11-15 10:45:00,162.14,9.25,2952.78,255.6,376.72
2017-11-15 11:00:00,169.71,9.61,2952.78,264.01,382.41
2017-11-15 11:15:00,174.88,9.75,2952.78,268.64,384.63
2017-11-15 11:30:00,177.3,9.15,2952.78,268.89,383.28
2017-11-15 11:45:00,178.01,9.07,2952.78,266.4,378.42
2017-11-15 12:00:00,177.21,8.87,2952.78,261.86,370.26
2017-11-15 12:15:00,173.87,8.13,2952.78,254.71,358.87
2017-11-15 12:30:00,167.97,7.57,2952.78,243.2,344.38
2017-11-15 12:45:00,160.48,6.98,2952.78,228.15,326.86
2017-11-15 13:00:00,151.33,6.29,2952.78,194.14,306.27
2017-11-15 13:15:00,139.26,5.75,2952.78,175.66,282.6
2017-11-15 13:30:00,124.77,5.1,2952.78,155.39,256.05
2017-11-15 13:45:00,109.07,4.61,2952.78,133.89,226.91
2017-11-15 14:00:00,92.52,3.71,2952.78,112.19,195.6
2017-11-15 14:15:00,75.63,2.85,2952.78,90.9,162.62
2017-11-15 14:30:00,59.19,2.04,2952.78,70.31,127.38
2017-11-15 14:45:00,43.58,1.49,2952.78,51.76,90.95
2017-11-15 15:00:00,29.46,1.01,2952.78,33.57,56.42
2017-11-15 15:15:00,17.11,0.53,2952.78,19.14,29.08
2017-11-15 15:30:00,6.79,0.18,2952.78,7.35,10.64
2017-11-15 15:45:00,1.1,0.02,2952.78,1.14,1.58
2017-11-15 16:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 16:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 16:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 16:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 17:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 17:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 17:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 17:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 18:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 18:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 18:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 18:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 19:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 19:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 19:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 19:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 20:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 20:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 20:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 20:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 21:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 21:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 21:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 21:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 22:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 22:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 22:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 22:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 23:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 23:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 23:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-15 23:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 00:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 00:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 00:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 00:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 01:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 01:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 01:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 01:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 02:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 02:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 02:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 02:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 03:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 03:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 03:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 03:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 04:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 04:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 04:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 04:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 05:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 05:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 05:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 05:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 06:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 06:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 06:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 06:45:00,0.05,0.0,2952.78,0.06,0.03
2017-11-16 07:00:00,3.38,0.02,2952.78,4.07,3.53
2017-11-16 07:15:00,13.5,0.12,2952.78,16.34,21.56
2017-11-16 07:30:00,28.97,0.5,2952.78,35.04,56.71
2017-11-16 07:45:00,47.82,1.36,2952.78,57.39,95.43
2017-11-16 08:00:00,69.88,2.4,2952.78,82.24,130.95
2017-11-16 08:15:00,94.22,3.23,2952.78,108.96,166.51
2017-11-16 08:30:00,119.63,4.17,2952.78,136.3,202.01
2017-11-16 08:45:00,143.72,5.11,2952.78,162.82,235.22
2017-11-16 09:00:00,165.86,6.11,2952.78,187.7,267.3
2017-11-16 09:15:00,185.08,7.29,2952.78,210.04,296.98
2017-11-16 09:30:00,201.19,8.15,2952.78,228.32,323.83
2017-11-16 09:45:00,215.52,8.51,2952.78,243.01,347.29
2017-11-16 10:00:00,228.72,8.97,2952.78,253.98,367.81
2017-11-16 10:15:00,240.79,9.08,2952.78,264.09,385.31
2017-11-16 10:30:00,249.28,9.22,2952.78,270.76,398.65
2017-11-16 10:45:00,254.3,9.33,2952.78,274.61,408.14
2017-11-16 11:00:00,258.86,8.97,2952.78,276.33,413.95
2017-11-16 11:15:00,263.36,8.81,2952.78,275.1,416.05
2017-11-16 11:30:00,263.01,8.67,2952.78,270.63,414.45
2017-11-16 11:45:00,257.33,9.01,2952.78,263.94,409.16
2017-11-16 12:00:00,250.51,9.35,2952.78,255.6,400.16
2017-11-16 12:15:00,241.83,9.49,2952.78,245.92,387.26
2017-11-16 12:30:00,229.04,9.1,2952.78,234.92,370.26
2017-11-16 12:45:00,212.89,8.3,2952.78,222.4,350.83
2017-11-16 13:00:00,195.7,7.51,2952.78,222.67,328.18
2017-11-16 13:15:00,176.77,6.81,2952.78,199.87,302.18
2017-11-16 13:30:00,157.11,6.07,2952.78,175.05,273.85
2017-11-16 13:45:00,137.45,4.82,2952.78,151.49,242.8
2017-11-16 14:00:00,116.68,3.92,2952.78,127.13,210.14
2017-11-16 14:15:00,94.75,3.13,2952.78,94.25,175.97
2017-11-16 14:30:00,72.97,2.49,2952.78,66.18,141.88
2017-11-16 14:45:00,52.58,2.01,2952.78,53.88,108.1
2017-11-16 15:00:00,34.23,1.37,2952.78,38.57,72.78
2017-11-16 15:15:00,18.64,0.68,2952.78,20.94,36.98
2017-11-16 15:30:00,6.46,0.18,2952.78,7.25,10.91
2017-11-16 15:45:00,0.69,0.02,2952.78,0.81,1.22
2017-11-16 16:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 16:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 16:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 16:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 17:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 17:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 17:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 17:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 18:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 18:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 18:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 18:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 19:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 19:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 19:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 19:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 20:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 20:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 20:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 20:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 21:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 21:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 21:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 21:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 22:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 22:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 22:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 22:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 23:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 23:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 23:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-16 23:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 00:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 00:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 00:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 00:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 01:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 01:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 01:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 01:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 02:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 02:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 02:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 02:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 03:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 03:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 03:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 03:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 04:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 04:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 04:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 04:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 05:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 05:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 05:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 05:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 06:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 06:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 06:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 06:45:00,0.02,0.0,2952.78,0.02,0.02
2017-11-17 07:00:00,8.37,0.0,2952.78,8.31,3.71
2017-11-17 07:15:00,61.6,1.03,2952.78,54.79,24.74
2017-11-17 07:30:00,161.6,2.4,2952.78,139.91,65.31
2017-11-17 07:45:00,271.4,4.25,2952.78,234.81,117.15
2017-11-17 08:00:00,374.3,6.44,2952.78,331.24,170.12
2017-11-17 08:15:00,471.71,8.65,2952.78,421.25,219.26
2017-11-17 08:30:00,565.95,12.07,2952.78,507.3,267.44
2017-11-17 08:45:00,652.95,15.92,2952.78,588.13,317.33
2017-11-17 09:00:00,734.4,19.01,2952.78,663.02,364.36
2017-11-17 09:15:00,809.92,21.59,2952.78,730.92,406.38
2017-11-17 09:30:00,872.99,24.63,2952.78,791.09,443.78
2017-11-17 09:45:00,925.48,27.13,2952.78,844.01,476.08
2017-11-17 10:00:00,970.12,27.98,2952.78,870.3,503.59
2017-11-17 10:15:00,1005.95,29.87,2952.78,913.92,526.44
2017-11-17 10:30:00,1034.38,31.5,2952.78,951.7,544.46
2017-11-17 10:45:00,1055.88,33.11,2952.78,982.1,557.41
2017-11-17 11:00:00,1068.3,32.56,2952.78,1004.33,565.22
2017-11-17 11:15:00,1071.19,33.08,2952.78,1015.89,567.86
2017-11-17 11:30:00,1065.84,32.64,2952.78,1016.79,565.36
2017-11-17 11:45:00,1051.99,29.68,2952.78,1008.37,557.73
2017-11-17 12:00:00,1029.06,25.03,2952.78,990.39,545.03
2017-11-17 12:15:00,998.39,22.18,2952.78,961.97,527.34
2017-11-17 12:30:00,960.84,22.24,2952.78,924.33,504.83
2017-11-17 12:45:00,915.78,21.1,2952.78,878.63,477.76
2017-11-17 13:00:00,862.28,18.54,2952.78,618.3,445.76
2017-11-17 13:15:00,800.09,16.86,2952.78,591.61,409.14
2017-11-17 13:30:00,729.63,14.94,2952.78,556.38,368.24
2017-11-17 13:45:00,650.33,12.06,2952.78,510.22,322.96
2017-11-17 14:00:00,565.3,10.17,2952.78,454.41,275.57
2017-11-17 14:15:00,476.97,8.36,2952.78,392.2,228.97
2017-11-17 14:30:00,385.69,6.49,2952.78,324.51,182.72
2017-11-17 14:45:00,288.46,4.43,2952.78,248.36,134.33
2017-11-17 15:00:00,190.97,2.79,2952.78,137.08,84.85
2017-11-17 15:15:00,95.7,1.38,2952.78,75.2,39.72
2017-11-17 15:30:00,26.45,0.46,2952.78,23.09,11.02
2017-11-17 15:45:00,1.98,0.06,2952.78,1.9,0.99
2017-11-17 16:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 16:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 16:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 16:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 17:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 17:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 17:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 17:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 18:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 18:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 18:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 18:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 19:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 19:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 19:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 19:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 20:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 20:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 20:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 20:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 21:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 21:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 21:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 21:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 22:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 22:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 22:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 22:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 23:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 23:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 23:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-17 23:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 00:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 00:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 00:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 00:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 01:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 01:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 01:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 01:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 02:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 02:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 02:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 02:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 03:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 03:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 03:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 03:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 04:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 04:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 04:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 04:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 05:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 05:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 05:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 05:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 06:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 06:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 06:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 06:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 07:00:00,4.03,0.01,2952.78,4.18,2.87
2017-11-18 07:15:00,28.99,0.2,2952.78,28.83,19.7
2017-11-18 07:30:00,82.78,0.51,2952.78,79.42,50.36
2017-11-18 07:45:00,149.54,0.91,2952.78,142.74,85.87
2017-11-18 08:00:00,219.96,1.55,2952.78,206.64,123.9
2017-11-18 08:15:00,286.77,2.46,2952.78,271.19,163.24
2017-11-18 08:30:00,352.35,3.61,2952.78,330.59,202.85
2017-11-18 08:45:00,413.97,5.7,2952.78,384.54,240.52
2017-11-18 09:00:00,470.17,7.6,2952.78,435.16,276.67
2017-11-18 09:15:00,519.58,10.58,2952.78,478.52,309.21
2017-11-18 09:30:00,563.52,12.58,2952.78,512.16,338.24
2017-11-18 09:45:00,601.93,14.81,2952.78,538.93,364.02
2017-11-18 10:00:00,635.03,14.3,2952.78,406.52,385.98
2017-11-18 10:15:00,661.59,14.04,2952.78,425.69,404.02
2017-11-18 10:30:00,677.09,13.62,2952.78,436.89,418.05
2017-11-18 10:45:00,679.58,13.0,2952.78,442.25,428.05
2017-11-18 11:00:00,673.91,12.24,2952.78,443.88,433.91
2017-11-18 11:15:00,661.18,11.81,2952.78,436.98,435.62
2017-11-18 11:30:00,639.26,12.15,2952.78,424.39,433.18
2017-11-18 11:45:00,609.86,12.84,2952.78,411.07,426.61
2017-11-18 12:00:00,575.56,13.11,2952.78,395.25,415.99
2017-11-18 12:15:00,534.49,13.54,2952.78,374.71,401.38
2017-11-18 12:30:00,487.85,12.82,2952.78,347.64,382.88
2017-11-18 12:45:00,439.06,11.45,2952.78,318.17,360.56
2017-11-18 13:00:00,390.38,11.47,2952.78,282.3,334.53
2017-11-18 13:15:00,341.59,9.71,2952.78,245.71,305.42
2017-11-18 13:30:00,296.8,8.42,2952.78,213.43,273.49
2017-11-18 13:45:00,256.74,6.98,2952.78,186.0,238.45
2017-11-18 14:00:00,215.93,5.86,2952.78,157.73,200.85
2017-11-18 14:15:00,176.01,4.19,2952.78,128.37,163.35
2017-11-18 14:30:00,135.91,3.16,2952.78,98.04,125.61
2017-11-18 14:45:00,96.67,2.42,2952.78,68.08,88.3
2017-11-18 15:00:00,60.03,1.2,2952.78,41.29,54.9
2017-11-18 15:15:00,29.81,0.34,2952.78,20.79,26.03
2017-11-18 15:30:00,9.0,0.07,2952.78,6.4,6.6
2017-11-18 15:45:00,0.65,0.02,2952.78,0.41,0.27
2017-11-18 16:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 16:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 16:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 16:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 17:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 17:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 17:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 17:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 18:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 18:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 18:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 18:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 19:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 19:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 19:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 19:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 20:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 20:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 20:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 20:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 21:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 21:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 21:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 21:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 22:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 22:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 22:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 22:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 23:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 23:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 23:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-18 23:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 00:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 00:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 00:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 00:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 01:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 01:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 01:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 01:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 02:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 02:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 02:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 02:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 03:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 03:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 03:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 03:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 04:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 04:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 04:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 04:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 05:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 05:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 05:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 05:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 06:00:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 06:15:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 06:30:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 06:45:00,0.0,0.0,2952.78,0.0,0.0
2017-11-19 07:00:00,3.33,0.0,2952.78,3.8,1.67
2017-11-19 07:15:00,32.53,0.46,2952.78,32.48,12.88
2017-11-19 07:30:00,104.89,1.44,2952.78,99.82,35.54
2017-11-19 07:45:00,197.76,2.67,2952.78,183.03,64.94
2017-11-19 08:00:00,289.7,4.41,2952.78,267.62,96.21
2017-11-19 08:15:00,374.53,6.57,2952.78,346.44,126.36
2017-11-19 08:30:00,455.82,8.98,2952.78,420.26,157.49
2017-11-19 08:45:00,530.53,11.51,2952.78,489.16,188.08
2017-11-19 09:00:00,597.29,14.28,2952.78,552.14,215.87
2017-11-19 09:15:00,656.75,16.63,2952.78,608.71,241.13
2017-11-19 09:30:00,708.58,18.83,2952.78,660.39,265.51
2017-11-19 09:45:00,753.18,22.24,2952.78,705.56,287.55
2017-11-19 10:00:00,791.56,25.17,2952.78,623.93,307.01
2017-11-19 10:15:00,824.94,26.23,2952.78,655.3,323.32
2017-11-19 10:30:00,852.35,27.06,2952.78,679.56,336.08
2017-11-19 10:45:00,871.25,27.83,2952.78,698.83,345.37
2017-11-19 11:00:00,881.83,26.18,2952.78,711.24,351.1
2017-11-19 11:15:00,883.89,25.51,2952.78,714.36,353.23
2017-11-19 11:30:00,878.53,23.69,2952.78,711.78,351.76
2017-11-19 11:45:00,866.38,21.86,2952.78,705.36,346.71
2017-11-19 12:00:00,846.82,21.48,2952.78,693.38,338.13
2017-11-19 12:15:00,821.23,21.34,2952.78,676.8,326.13
2017-11-19 12:30:00,790.72,21.31,2952.78,657.43,310.62
2017-11-19 12:45:00,753.47,19.77,2952.78,633.64,291.86
2017-11-19 13:00:00,708.16,18.92,2952.78,552.69,270.42
2017-11-19 13:15:00,655.63,15.83,2952.78,513.31,246.51
2017-11-19 13:30:00,597.09,13.99,2952.78,469.83,221.77
2017-11-19 13:45:00,530.65,12.07,2952.78,421.18,195.08
